TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_original,Channel_original,cluster
377.97,1,2,72,160,1,2457.1,Debit,Online,0
114.1,1,1,69,148,1,5882.12,Debit,Branch,2
11.3,0,2,55,41,1,1938.99,Credit,Online,0
95.5,1,2,57,17,1,4079.09,Debit,Online,2
130.93,0,1,28,149,1,860.12,Credit,Branch,0
272.97,1,2,68,174,1,7811.31,Debit,Online,2
73.35,1,1,24,47,1,1181.84,Debit,Branch,0
29.94,1,0,58,243,1,10915.54,Debit,ATM,1
307.24,1,0,19,136,2,1670.72,Debit,ATM,0
50.52,1,2,20,140,1,1121.19,Debit,Online,0
820.46,0,2,53,243,1,5621.86,Credit,Online,2
153.07,1,0,56,116,1,8873.43,Debit,ATM,2
52.94,1,1,41,146,1,6990.92,Debit,Branch,2
384.41,1,0,60,65,1,7831.56,Debit,ATM,2
235.42,1,1,51,175,1,6173.23,Debit,Branch,2
114.23,1,0,56,64,1,9523.72,Debit,ATM,1
12.62,1,1,33,61,1,6420.47,Debit,Branch,2
997.37,1,0,23,145,1,1146.09,Debit,ATM,0
373.52,1,0,35,235,1,6430.41,Debit,ATM,2
336.05,1,1,28,164,1,1635.05,Debit,Branch,0
366.93,1,2,66,33,1,6697.79,Debit,Online,2
112.27,1,1,58,102,1,7369.89,Debit,Branch,2
494.96,1,0,40,132,1,6903.68,Debit,ATM,2
561.58,1,2,65,23,1,11748.86,Debit,Online,1
440.94,1,2,42,148,1,7303.23,Debit,Online,2
71.9,1,1,29,51,1,10619.35,Debit,Branch,1
256.66,0,2,54,137,1,1794.5,Credit,Online,0
166.55,0,1,59,99,1,12970.21,Credit,Branch,1
276.26,1,1,56,143,1,120.89,Debit,Branch,0
35.46,1,0,67,164,1,5692.31,Debit,ATM,2
38.14,1,1,50,165,1,9879.87,Debit,Branch,1
506.26,0,0,64,86,1,6266.65,Credit,ATM,2
736.32,1,2,31,28,1,14268.95,Debit,Online,1
389.43,0,0,52,151,1,6449.83,Credit,ATM,2
25.58,1,0,60,166,1,6741.41,Debit,ATM,2
446.1,1,0,25,243,1,1008.44,Debit,ATM,0
147.74,1,1,23,15,1,1711.78,Debit,Branch,0
1228.81,1,0,26,254,1,1821.0,Debit,ATM,0
46.23,1,2,77,282,1,5107.75,Debit,Online,2
265.37,1,1,33,77,1,5229.95,Debit,Branch,2
342.57,1,2,20,91,1,339.16,Debit,Online,0
417.26,0,2,32,45,1,10442.48,Credit,Online,1
33.63,1,2,63,76,1,4324.4,Debit,Online,2
64.58,1,1,55,173,1,6292.29,Debit,Branch,2
23.23,0,1,21,122,1,269.01,Credit,Branch,0
160.52,0,0,78,112,1,5379.25,Credit,ATM,2
278.88,1,1,64,179,2,1334.09,Debit,Branch,0
285.49,0,1,53,109,1,6366.84,Credit,Branch,2
71.87,1,0,22,258,1,1839.1,Debit,ATM,0
308.8,1,0,53,41,1,3966.54,Debit,ATM,0
135.35,1,1,33,82,1,9983.36,Debit,Branch,1
288.43,1,1,66,72,1,4577.09,Debit,Branch,2
147.46,0,2,65,205,1,7458.03,Credit,Online,2
214.15,1,1,32,217,1,6397.29,Debit,Branch,2
71.34,1,2,49,144,3,6345.03,Debit,Online,2
170.36,1,0,30,118,1,6034.73,Debit,ATM,2
965.66,1,0,53,32,1,765.81,Debit,ATM,0
736.53,1,0,55,120,1,9826.26,Debit,ATM,1
213.42,1,0,45,17,1,3736.38,Debit,ATM,0
94.09,1,1,27,203,1,646.85,Debit,Branch,0
91.23,1,0,72,86,1,6385.12,Debit,ATM,2
263.92,0,1,57,233,1,4161.71,Credit,Branch,2
77.5,0,2,51,201,1,11079.77,Credit,Online,1
3.65,1,2,69,146,1,10017.11,Debit,Online,1
43.88,0,2,26,251,1,1644.09,Credit,Online,0
591.98,1,0,28,132,1,387.65,Debit,ATM,0
224.79,1,2,18,129,1,528.38,Debit,Online,0
64.3,1,0,55,67,1,7530.3,Debit,ATM,2
111.79,1,2,62,49,1,10887.59,Debit,Online,1
927.16,1,0,59,153,1,7104.61,Debit,ATM,2
613.7,0,1,61,37,1,7307.11,Credit,Branch,2
26.07,1,1,20,19,3,349.98,Debit,Branch,0
170.45,1,1,60,199,1,2284.41,Debit,Branch,0
344.27,1,1,22,123,1,1918.36,Debit,Branch,0
872.72,1,2,22,288,1,503.01,Debit,Online,0
292.95,1,1,37,56,1,1216.91,Debit,Branch,0
28.44,1,0,18,243,1,1071.04,Debit,ATM,0
209.02,1,0,21,74,1,187.9,Debit,ATM,0
20.05,1,0,72,171,1,7145.67,Debit,ATM,2
175.02,1,2,28,71,1,1493.88,Debit,Online,0
89.5,0,1,41,134,1,8658.95,Credit,Branch,2
69.96,1,1,28,31,1,164.12,Debit,Branch,0
146.51,1,0,53,68,1,7089.9,Debit,ATM,2
376.78,0,2,21,88,1,841.65,Credit,Online,0
148.54,0,1,71,107,1,5677.05,Credit,Branch,2
388.77,0,2,26,30,1,1658.49,Credit,Online,0
100.38,1,1,63,49,1,10171.68,Debit,Branch,1
137.23,1,1,64,63,1,13847.99,Debit,Branch,1
870.3,1,0,51,229,1,3688.98,Debit,ATM,0
458.94,1,1,52,180,1,5619.95,Debit,Branch,2
327.35,0,1,20,175,1,342.08,Credit,Branch,0
757.15,1,2,53,38,1,4702.86,Debit,Online,2
5.64,1,2,59,47,1,12703.24,Debit,Online,1
47.23,0,2,73,160,1,6659.81,Credit,Online,2
239.41,0,2,42,248,1,7860.65,Credit,Online,2
7.48,1,0,55,29,1,1275.2,Debit,ATM,0
170.97,1,1,26,292,1,1265.27,Debit,Branch,0
262.43,0,2,37,274,5,12841.01,Credit,Online,1
659.15,1,0,22,204,1,1241.59,Debit,ATM,0
31.53,1,2,25,283,1,874.93,Debit,Online,0
111.66,0,2,48,140,1,5716.72,Credit,Online,2
250.01,1,0,62,88,1,1541.48,Debit,ATM,0
554.15,1,0,49,108,1,14817.22,Debit,ATM,1
598.66,0,1,32,222,1,2587.11,Credit,Branch,0
28.38,1,1,55,98,1,173.7,Debit,Branch,0
16.8,1,0,49,94,1,11847.07,Debit,ATM,1
896.79,1,2,33,168,1,11146.74,Debit,Online,1
159.0,1,0,49,38,1,369.79,Debit,ATM,0
56.31,0,2,75,195,1,6396.08,Credit,Online,2
203.99,1,2,52,215,1,4840.31,Debit,Online,2
50.99,1,1,29,76,1,1334.6,Debit,Branch,0
101.28,0,2,32,75,1,2774.35,Credit,Online,0
299.92,1,0,27,122,1,1368.0,Debit,ATM,0
77.54,1,2,67,73,1,4536.38,Debit,Online,2
18.35,1,1,21,78,1,1293.39,Debit,Branch,0
732.53,0,0,26,116,1,441.54,Credit,ATM,0
65.11,1,0,34,150,1,8485.14,Debit,ATM,2
67.07,0,0,24,56,1,999.62,Credit,ATM,0
137.48,1,1,55,47,1,14273.42,Debit,Branch,1
398.36,1,0,22,56,1,1863.7,Debit,ATM,0
469.46,1,0,20,149,1,8640.56,Debit,ATM,2
37.58,1,0,57,182,1,259.44,Debit,ATM,0
160.24,1,0,31,15,1,5526.97,Debit,ATM,2
315.39,0,1,23,93,1,929.6,Credit,Branch,0
434.17,1,0,21,148,5,5335.44,Debit,ATM,2
165.91,1,0,26,84,1,587.12,Debit,ATM,0
211.36,1,1,47,194,1,4760.34,Debit,Branch,2
241.45,1,2,26,158,1,1594.04,Debit,Online,0
23.24,1,1,68,129,1,13777.79,Debit,Branch,1
70.88,0,1,74,176,1,1794.65,Credit,Branch,0
1143.67,1,2,66,111,1,7677.76,Debit,Online,2
314.52,1,0,80,229,1,7071.32,Debit,ATM,2
181.81,0,2,78,122,1,7525.73,Credit,Online,2
854.64,1,1,56,118,1,2989.25,Debit,Branch,0
261.19,1,0,64,52,1,7620.6,Debit,ATM,2
220.68,0,2,71,217,1,5549.2,Credit,Online,2
11.86,1,1,31,129,1,6782.61,Debit,Branch,2
122.65,1,2,28,41,1,1968.51,Debit,Online,0
395.16,1,2,56,17,1,5340.73,Debit,Online,2
704.69,1,2,51,150,1,3267.84,Debit,Online,0
369.89,1,0,69,69,1,6941.47,Debit,ATM,2
10.92,1,0,67,268,1,7567.2,Debit,ATM,2
199.14,1,1,31,36,1,7001.25,Debit,Branch,2
109.43,1,0,70,140,1,1983.65,Debit,ATM,0
304.15,1,1,20,40,1,686.91,Debit,Branch,0
620.54,0,1,28,98,1,213.36,Credit,Branch,0
757.79,1,2,22,117,1,1443.02,Debit,Online,0
122.81,1,1,52,12,1,8450.84,Debit,Branch,2
96.25,1,2,61,171,1,7996.7,Debit,Online,2
1431.33,1,0,30,49,1,5567.98,Debit,ATM,2
142.55,1,2,67,97,1,1262.68,Debit,Online,0
35.94,0,1,23,141,1,1697.28,Credit,Branch,0
24.86,1,1,58,292,1,2591.65,Debit,Branch,0
103.08,1,2,60,109,1,12002.16,Debit,Online,1
116.27,1,2,57,94,1,8726.92,Debit,Online,2
363.84,1,2,73,118,3,5415.64,Debit,Online,2
34.74,0,2,59,72,1,3736.57,Credit,Online,0
64.01,0,1,19,240,1,1225.69,Credit,Branch,0
108.75,1,0,50,23,4,14829.85,Debit,ATM,1
50.9,0,2,28,150,1,1277.7,Credit,Online,0
206.84,1,1,20,154,1,454.66,Debit,Branch,0
37.4,1,0,20,84,1,1519.51,Debit,ATM,0
154.21,1,2,46,75,1,8045.77,Debit,Online,2
199.37,1,2,24,79,1,1331.3,Debit,Online,0
410.49,0,1,25,134,1,1843.57,Credit,Branch,0
1360.01,0,1,67,218,1,6601.5,Credit,Branch,2
18.23,1,0,56,28,1,8422.2,Debit,ATM,2
398.7,1,0,47,276,1,7987.74,Debit,ATM,2
122.14,1,2,22,155,1,327.68,Debit,Online,0
378.2,1,1,40,167,1,7372.81,Debit,Branch,2
124.74,1,0,49,33,1,2987.97,Debit,ATM,0
17.1,1,0,53,101,1,1619.54,Debit,ATM,0
287.05,1,0,22,212,1,1204.65,Debit,ATM,0
874.72,1,2,28,173,1,4630.58,Debit,Online,2
1762.28,1,0,24,150,1,1380.34,Debit,ATM,0
40.12,0,0,36,269,1,14304.38,Credit,ATM,1
125.0,0,2,49,177,1,3215.76,Credit,Online,0
348.44,1,2,24,147,1,1022.94,Debit,Online,0
128.4,1,0,69,31,1,2610.64,Debit,ATM,0
320.93,1,2,55,178,1,9451.66,Debit,Online,1
1.41,1,0,53,278,1,1244.17,Debit,ATM,0
50.52,1,1,54,293,1,12815.24,Debit,Branch,1
383.95,0,2,31,143,1,9933.56,Credit,Online,1
12.94,1,1,23,158,1,921.23,Debit,Branch,0
329.75,1,2,56,211,1,6009.43,Debit,Online,2
981.76,1,2,45,234,1,602.36,Debit,Online,0
40.79,1,0,18,80,1,1769.33,Debit,ATM,0
99.25,0,2,63,93,1,2570.34,Credit,Online,0
150.6,1,0,69,59,1,3240.14,Debit,ATM,0
29.5,1,2,73,129,1,1229.32,Debit,Online,0
54.34,1,0,65,46,1,8019.89,Debit,ATM,2
18.25,1,0,53,18,1,14328.29,Debit,ATM,1
633.87,1,2,27,175,1,330.16,Debit,Online,0
81.15,1,0,19,114,1,1595.26,Debit,ATM,0
83.95,1,2,75,170,1,7413.18,Debit,Online,2
410.4,0,0,61,78,1,2563.91,Credit,ATM,0
172.68,1,0,33,17,1,10724.95,Debit,ATM,1
139.88,1,0,34,162,1,2969.71,Debit,ATM,0
165.55,1,1,28,115,1,761.78,Debit,Branch,0
53.79,0,0,54,137,3,6229.36,Credit,ATM,2
285.69,1,0,63,35,1,2552.54,Debit,ATM,0
532.4,1,0,22,149,1,1033.73,Debit,ATM,0
293.85,1,2,25,144,1,1919.97,Debit,Online,0
27.94,1,1,79,120,1,1893.44,Debit,Branch,0
270.36,1,0,25,37,1,1783.04,Debit,ATM,0
112.66,1,2,29,176,3,852.98,Debit,Online,0
506.03,1,1,21,21,1,1123.89,Debit,Branch,0
206.95,1,1,22,31,1,1817.65,Debit,Branch,0
350.96,1,0,63,167,1,5463.94,Debit,ATM,2
261.63,1,1,20,150,1,477.03,Debit,Branch,0
46.12,1,1,59,30,1,8874.01,Debit,Branch,2
27.25,0,1,63,92,1,5365.2,Credit,Branch,2
1353.93,1,1,26,171,1,7858.41,Debit,Branch,2
331.66,1,0,76,145,1,7216.3,Debit,ATM,2
667.95,0,0,62,253,1,13558.56,Credit,ATM,1
49.84,1,0,49,146,1,7872.04,Debit,ATM,2
556.04,1,0,72,27,1,5200.04,Debit,ATM,2
88.06,0,2,18,288,1,1779.85,Credit,Online,0
745.95,1,0,58,127,1,13264.14,Debit,ATM,1
67.25,1,2,19,157,1,467.4,Debit,Online,0
93.63,1,0,29,141,1,9873.62,Debit,ATM,1
74.11,1,1,22,49,1,1257.9,Debit,Branch,0
41.13,0,1,77,58,1,6067.54,Credit,Branch,2
192.02,0,2,79,154,1,5169.07,Credit,Online,2
291.27,1,1,77,121,1,6878.86,Debit,Branch,2
296.46,1,1,23,136,1,558.99,Debit,Branch,0
341.84,0,1,27,89,1,1400.04,Credit,Branch,0
98.41,1,2,27,48,1,912.71,Debit,Online,0
109.28,1,2,36,112,4,6338.35,Debit,Online,2
27.51,0,2,40,103,1,13645.63,Credit,Online,1
12.18,1,1,76,77,1,4909.24,Debit,Branch,2
207.71,0,2,25,63,1,570.1,Credit,Online,0
25.77,0,2,45,277,1,11749.77,Credit,Online,1
127.57,1,0,52,75,1,6118.2,Debit,ATM,2
392.05,1,0,60,172,1,4383.69,Debit,ATM,2
521.01,0,1,41,73,1,4004.55,Credit,Branch,0
849.76,1,0,25,269,1,373.88,Debit,ATM,0
172.5,1,2,68,31,1,6851.16,Debit,Online,2
265.44,1,0,30,169,1,9700.77,Debit,ATM,1
152.34,1,1,55,115,1,6853.51,Debit,Branch,2
21.13,1,1,28,153,1,948.7,Debit,Branch,0
111.55,1,0,46,101,1,12221.17,Debit,ATM,1
321.82,0,1,32,43,1,6500.5,Credit,Branch,2
1294.81,0,1,45,279,1,9927.75,Credit,Branch,1
148.77,1,1,67,175,1,2138.42,Debit,Branch,0
14.08,1,1,57,154,1,3908.65,Debit,Branch,0
1283.97,1,0,42,121,1,11041.9,Debit,ATM,1
566.33,0,0,24,66,1,379.82,Credit,ATM,0
206.51,1,0,51,275,1,3921.74,Debit,ATM,0
180.94,1,1,75,57,1,7659.99,Debit,Branch,2
77.9,1,1,21,128,1,664.72,Debit,Branch,0
318.92,0,1,21,60,1,1167.25,Credit,Branch,0
583.3,0,2,59,142,1,5896.01,Credit,Online,2
100.68,1,2,63,139,1,1123.75,Debit,Online,0
589.64,1,2,62,210,1,2039.4,Debit,Online,0
225.93,0,1,25,199,1,1864.27,Credit,Branch,0
651.55,1,2,72,82,1,2325.78,Debit,Online,0
80.97,1,2,38,157,1,5926.31,Debit,Online,2
191.89,1,1,25,14,1,399.57,Debit,Branch,0
304.75,0,1,78,125,1,1916.34,Credit,Branch,0
201.53,1,2,68,287,1,2732.86,Debit,Online,0
8.45,1,0,22,141,1,1115.3,Debit,ATM,0
435.98,1,1,30,105,1,7334.08,Debit,Branch,2
743.24,0,2,19,109,1,1024.19,Credit,Online,0
16.27,1,0,57,44,1,10971.32,Debit,ATM,1
290.86,1,2,45,36,1,14631.88,Debit,Online,1
85.73,1,0,41,266,1,14928.35,Debit,ATM,1
555.71,0,1,22,73,1,830.37,Credit,Branch,0
40.03,1,1,23,200,1,6408.8,Debit,Branch,2
73.01,0,2,25,62,1,1997.33,Credit,Online,0
346.12,1,1,44,12,1,13084.27,Debit,Branch,1
1.93,1,1,47,175,5,5684.09,Debit,Branch,2
252.93,1,0,75,222,1,2760.37,Debit,ATM,0
238.54,1,0,19,12,4,868.91,Debit,ATM,0
1011.22,1,1,61,129,1,5838.91,Debit,Branch,2
58.7,1,1,67,141,1,8937.35,Debit,Branch,2
7.56,1,0,40,145,1,8528.72,Debit,ATM,2
540.4,1,1,45,272,1,425.77,Debit,Branch,0
264.14,1,0,64,125,1,8459.26,Debit,ATM,2
248.15,1,0,75,202,1,2649.23,Debit,ATM,0
24.34,1,1,54,110,1,6659.12,Debit,Branch,2
428.61,1,0,66,62,1,11937.04,Debit,ATM,1
117.66,0,1,39,126,1,6794.17,Credit,Branch,2
165.8,1,2,60,287,1,2064.76,Debit,Online,0
289.18,1,0,65,64,1,3139.75,Debit,ATM,0
125.39,1,0,21,140,1,202.69,Debit,ATM,0
305.18,1,2,58,216,1,4474.2,Debit,Online,2
506.9,0,1,64,56,1,11471.87,Credit,Branch,1
504.12,0,1,25,101,1,1107.28,Credit,Branch,0
42.09,1,1,29,118,1,5526.28,Debit,Branch,2
607.28,1,0,32,84,1,9679.68,Debit,ATM,1
91.9,1,2,77,125,1,1033.94,Debit,Online,0
303.43,1,1,22,30,1,1833.24,Debit,Branch,0
668.78,1,0,20,141,1,983.68,Debit,ATM,0
270.54,0,0,20,139,1,269.78,Credit,ATM,0
247.93,1,1,37,79,1,9801.48,Debit,Branch,1
34.67,1,2,19,71,1,888.6,Debit,Online,0
326.03,0,2,18,137,1,290.24,Credit,Online,0
148.26,1,0,25,57,1,958.7,Debit,ATM,0
1086.6,1,2,19,38,1,1605.67,Debit,Online,0
373.99,1,0,60,140,1,8590.5,Debit,ATM,2
254.34,1,2,49,79,1,5461.08,Debit,Online,2
819.48,1,0,25,26,1,1804.5,Debit,ATM,0
14.0,1,0,49,173,1,7975.18,Debit,ATM,2
57.16,1,0,40,74,1,222.22,Debit,ATM,0
282.26,1,2,37,278,1,6857.2,Debit,Online,2
46.96,1,2,46,12,1,2028.92,Debit,Online,0
473.2,1,2,34,173,1,248.52,Debit,Online,0
192.97,1,0,59,140,1,3019.04,Debit,ATM,0
168.99,1,0,18,203,1,1523.57,Debit,ATM,0
1.82,1,2,80,60,1,5571.39,Debit,Online,2
40.9,1,0,55,37,1,1514.34,Debit,ATM,0
78.91,1,2,61,157,1,1817.43,Debit,Online,0
169.97,0,0,22,12,1,6269.12,Credit,ATM,2
17.79,1,1,61,162,5,2281.9,Debit,Branch,0
486.61,0,0,48,130,1,2006.69,Credit,ATM,0
148.13,1,1,58,56,1,2189.38,Debit,Branch,0
164.52,1,0,61,162,1,11036.74,Debit,ATM,1
720.89,1,0,27,120,1,447.06,Debit,ATM,0
268.7,1,0,53,63,1,2104.74,Debit,ATM,0
637.34,1,0,51,278,1,5183.5,Debit,ATM,2
216.76,0,2,47,138,1,643.64,Credit,Online,0
418.02,1,0,46,110,1,11011.86,Debit,ATM,1
292.03,0,0,46,154,1,951.33,Credit,ATM,0
251.4,1,0,57,178,1,2561.67,Debit,ATM,0
184.56,1,2,21,93,1,1549.27,Debit,Online,0
33.76,1,2,26,227,1,3253.51,Debit,Online,0
253.46,1,0,45,60,1,1338.95,Debit,ATM,0
1612.37,1,0,65,173,1,3910.59,Debit,ATM,0
138.68,0,1,22,44,1,206.2,Credit,Branch,0
42.56,1,2,18,146,1,4361.44,Debit,Online,2
680.76,1,1,21,165,1,572.97,Debit,Branch,0
53.83,1,1,70,131,1,4580.59,Debit,Branch,2
11.09,1,1,51,95,1,2990.05,Debit,Branch,0
37.81,1,1,63,195,1,5208.98,Debit,Branch,2
449.18,1,2,67,50,1,1025.99,Debit,Online,0
1135.8,1,0,30,250,1,13534.3,Debit,ATM,1
297.6,1,2,39,162,1,1461.17,Debit,Online,0
683.75,1,1,32,106,1,6333.72,Debit,Branch,2
21.4,0,2,48,129,1,8551.6,Credit,Online,2
315.94,1,0,78,93,1,4273.99,Debit,ATM,2
331.32,1,1,61,137,5,13054.54,Debit,Branch,1
223.76,0,1,74,110,1,4102.23,Credit,Branch,2
216.03,1,0,42,300,1,10462.77,Debit,ATM,1
17.42,1,0,74,150,1,6851.31,Debit,ATM,2
491.91,1,2,78,155,1,2421.94,Debit,Online,0
350.11,0,2,74,178,1,4639.04,Credit,Online,2
218.07,1,1,23,243,1,443.62,Debit,Branch,0
291.09,1,1,48,73,1,6312.79,Debit,Branch,2
422.14,0,1,26,109,1,1436.32,Credit,Branch,0
613.21,1,0,61,157,1,3279.12,Debit,ATM,0
73.83,1,2,69,69,1,6020.29,Debit,Online,2
67.33,1,2,59,36,1,5925.98,Debit,Online,2
26.92,1,0,62,43,1,1674.94,Debit,ATM,0
18.3,1,2,48,155,1,3733.52,Debit,Online,0
317.94,1,0,54,124,1,2996.51,Debit,ATM,0
179.38,1,2,40,173,1,11666.18,Debit,Online,1
918.95,1,2,68,139,1,7006.46,Debit,Online,2
13.92,1,0,37,209,1,2735.84,Debit,ATM,0
365.43,1,0,25,176,1,1073.51,Debit,ATM,0
263.59,1,1,71,16,1,6996.35,Debit,Branch,2
54.8,1,1,34,140,1,4943.49,Debit,Branch,2
141.49,1,2,24,75,1,1665.58,Debit,Online,0
31.39,1,0,20,15,1,998.49,Debit,ATM,0
93.82,1,2,39,176,1,8422.06,Debit,Online,2
5.71,1,1,21,106,1,1285.42,Debit,Branch,0
178.39,1,2,34,98,1,8469.43,Debit,Online,2
126.91,1,0,22,42,1,692.69,Debit,ATM,0
36.09,1,1,53,167,1,12319.26,Debit,Branch,1
91.77,1,1,51,174,1,9240.73,Debit,Branch,1
198.92,1,2,36,100,1,2854.66,Debit,Online,0
137.81,1,1,58,44,1,2631.47,Debit,Branch,0
136.88,0,1,24,71,1,7465.95,Credit,Branch,2
133.07,1,1,21,155,1,1670.99,Debit,Branch,0
1.14,1,1,43,137,1,13913.92,Debit,Branch,1
256.34,1,1,69,99,1,7471.63,Debit,Branch,2
56.11,1,1,36,109,1,11123.65,Debit,Branch,1
118.1,1,0,50,50,1,7976.6,Debit,ATM,2
137.86,0,2,66,120,1,8046.94,Credit,Online,2
813.78,0,0,54,55,1,14935.5,Credit,ATM,1
237.97,1,0,69,69,1,13486.15,Debit,ATM,1
684.96,1,0,21,31,1,526.67,Debit,ATM,0
878.63,1,0,60,139,1,4954.37,Debit,ATM,2
276.56,1,1,68,15,1,8942.58,Debit,Branch,2
8.75,1,0,79,199,1,4044.62,Debit,ATM,2
637.48,1,2,65,207,1,4148.85,Debit,Online,2
103.15,1,1,51,179,1,11388.15,Debit,Branch,1
505.6,1,1,52,183,1,5347.57,Debit,Branch,2
371.86,1,0,46,91,1,1329.45,Debit,ATM,0
14.26,1,1,50,37,1,2475.65,Debit,Branch,0
13.16,1,1,43,98,1,1019.46,Debit,Branch,0
167.92,1,0,40,136,2,14321.73,Debit,ATM,1
73.01,1,0,56,101,1,2833.12,Debit,ATM,0
201.5,0,2,61,196,1,12148.32,Credit,Online,1
150.3,1,2,41,204,1,14371.08,Debit,Online,1
23.7,1,0,46,32,1,7947.44,Debit,ATM,2
49.59,1,1,48,147,1,6037.03,Debit,Branch,2
720.13,0,0,22,96,1,387.02,Credit,ATM,0
134.92,1,2,19,101,1,1081.97,Debit,Online,0
116.97,1,0,18,299,1,729.7,Debit,ATM,0
11.06,1,0,34,13,3,2782.21,Debit,ATM,0
88.29,0,2,50,287,1,5245.93,Credit,Online,2
5.81,1,0,25,222,1,1290.95,Debit,ATM,0
103.48,1,0,32,33,1,6494.25,Debit,ATM,2
156.74,1,0,70,136,1,4004.35,Debit,ATM,0
505.14,1,0,68,179,1,2525.47,Debit,ATM,0
31.06,1,0,46,61,1,11014.25,Debit,ATM,1
7.61,1,0,50,163,1,6275.0,Debit,ATM,2
276.16,0,0,53,71,1,1733.34,Credit,ATM,0
145.77,1,0,68,237,1,5294.98,Debit,ATM,2
369.44,1,2,34,19,1,5018.67,Debit,Online,2
558.86,1,0,60,95,1,9844.32,Debit,ATM,1
429.15,1,1,26,218,1,712.13,Debit,Branch,0
36.74,1,1,33,133,1,6217.58,Debit,Branch,2
79.14,0,2,57,22,1,2229.56,Credit,Online,0
132.48,1,1,36,101,1,9313.05,Debit,Branch,1
136.48,1,2,52,138,4,4618.53,Debit,Online,2
203.76,1,1,55,37,1,6747.16,Debit,Branch,2
750.95,1,1,78,27,1,5134.37,Debit,Branch,2
0.84,1,0,52,31,1,2207.54,Debit,ATM,0
257.18,1,2,67,28,1,13336.15,Debit,Online,1
767.66,1,0,63,155,1,1801.69,Debit,ATM,0
182.29,1,2,54,123,1,522.39,Debit,Online,0
184.51,0,2,54,118,1,9381.64,Credit,Online,1
451.31,1,0,62,166,5,2963.29,Debit,ATM,0
144.1,1,1,57,30,1,11523.64,Debit,Branch,1
72.5,1,0,40,30,1,12723.62,Debit,ATM,1
74.11,0,2,69,71,4,3920.11,Credit,Online,0
22.15,1,1,44,73,1,7451.83,Debit,Branch,2
777.92,1,1,62,97,1,7061.58,Debit,Branch,2
790.07,1,2,28,197,1,985.77,Debit,Online,0
406.33,0,1,59,103,1,4298.34,Credit,Branch,2
767.41,1,0,56,27,1,12799.34,Debit,ATM,1
4.58,0,2,21,135,1,811.24,Credit,Online,0
447.83,0,1,53,88,1,13273.08,Credit,Branch,1
49.67,1,2,21,146,1,842.94,Debit,Online,0
77.83,0,1,49,146,1,2471.53,Credit,Branch,0
702.87,1,0,19,184,1,1237.5,Debit,ATM,0
133.56,1,2,25,177,1,783.83,Debit,Online,0
868.05,0,2,49,119,1,3931.03,Credit,Online,0
52.87,1,1,24,70,1,960.96,Debit,Branch,0
179.0,1,0,78,121,1,7310.88,Debit,ATM,2
1168.26,0,2,73,37,1,1385.74,Credit,Online,0
384.11,1,0,58,12,1,7902.52,Debit,ATM,2
227.61,1,2,71,61,1,4405.28,Debit,Online,2
40.83,1,0,48,24,1,3944.12,Debit,ATM,0
19.76,1,0,20,240,1,1523.04,Debit,ATM,0
484.24,1,1,67,77,1,8042.3,Debit,Branch,2
494.66,1,2,33,110,1,5531.93,Debit,Online,2
301.47,1,1,21,291,1,560.73,Debit,Branch,0
199.09,1,2,70,89,1,1658.52,Debit,Online,0
38.95,1,2,27,50,1,731.52,Debit,Online,0
515.94,1,0,29,37,1,1389.89,Debit,ATM,0
41.93,1,0,48,136,1,5081.26,Debit,ATM,2
137.84,1,0,27,83,1,1000.35,Debit,ATM,0
95.35,1,2,21,131,1,1639.9,Debit,Online,0
93.14,1,2,67,151,1,5473.82,Debit,Online,2
1427.71,1,1,64,159,1,1729.26,Debit,Branch,0
79.33,0,2,51,109,1,14798.1,Credit,Online,1
76.89,1,0,55,132,1,7374.26,Debit,ATM,2
233.71,1,2,19,297,1,1231.98,Debit,Online,0
14.92,1,1,26,120,1,6611.26,Debit,Branch,2
242.17,1,0,60,147,1,883.72,Debit,ATM,0
122.98,1,2,79,228,1,5055.99,Debit,Online,2
129.35,1,0,52,130,1,7166.88,Debit,ATM,2
138.33,1,2,21,69,1,232.56,Debit,Online,0
39.31,1,2,25,178,1,1236.38,Debit,Online,0
91.85,1,2,21,148,1,802.09,Debit,Online,0
277.7,1,1,58,107,1,1423.2,Debit,Branch,0
114.03,1,0,51,172,1,13388.56,Debit,ATM,1
302.63,0,1,27,10,1,2801.28,Credit,Branch,0
31.19,1,0,52,74,1,5545.96,Debit,ATM,2
112.91,0,2,27,135,1,4764.48,Credit,Online,2
742.26,1,2,27,36,1,7868.19,Debit,Online,2
256.8,1,0,26,80,1,1128.38,Debit,ATM,0
378.68,1,0,60,239,1,7627.04,Debit,ATM,2
571.93,1,2,52,119,1,4026.03,Debit,Online,2
26.31,0,2,77,163,1,7095.76,Credit,Online,2
205.58,1,2,20,159,1,1501.95,Debit,Online,0
533.61,1,2,48,115,1,3656.93,Debit,Online,0
428.62,1,1,55,72,1,3473.24,Debit,Branch,0
361.22,1,0,64,167,1,7061.73,Debit,ATM,2
837.29,1,1,25,216,1,6012.67,Debit,Branch,2
117.25,0,2,31,73,1,13694.68,Credit,Online,1
135.27,1,0,48,131,1,9410.51,Debit,ATM,1
185.1,1,1,53,23,1,6115.63,Debit,Branch,2
113.54,1,2,38,273,1,5581.21,Debit,Online,2
354.96,1,2,69,96,1,6712.94,Debit,Online,2
